laguna_scan_id	laguna_book	laguna_page	laguna_chapter	laguna_title	laguna_iiif
364	Libro tercero	352	Cap CXXXII	Del Leucoio, que es el Ilamado Alhelys	
365	Libro tercero	353	Cap CXXXIII	Del Crateogono	
365	Libro tercero	353	Cap CXXXIIII	Del Folio	
365	Libro tercero	353	Cap CXXXV	Del Compagnon del perron	
366	Libro tercero	354	Cap CXXXVI	De otra fuerte de compagnon	
366	Libro tercero	354	Cap CXXXVII	Del satyrion	
367	Libro tercero	355	Cap CXXXVII	Del Satyrion	
368	Libro tercero	356	Cap CXXXVIII	Del Ormino	
368	Libro tercero	356	Cap CXXXIX	Del Hedyfaro	
369	Libro tercero	357	cap CXLI	De la Onosma	
369	Libro tercero	357	Cap CXLII	De la Nymphea	
370	Libro tercero	358	Cap CXLIII	De otra espiece nymphea	
370	Libro tercero	358	Cap CXLIIII	Del Androsace	
370	Libro tercero	358	Cap CXLV	Del Aspleno	
371	Libro tercero	359	Cap CXLVI	De la Hemionite	
372	Libro tercero	360	Cap CXLVII	De la Anthylide	
372	Libro tercero	360	Cap CXLVIII	De la mancanilla	
374	Libro tercero	362	Cap CXLIX	Del parthenio	
375	Libro tercero	363	Cap CL	Del Buphtalmo	
376	Libro tercero	364	Cap CLI	De la poenia	
377	Libro tercero	365	Cap CLII	Del Lithospermo	
378	Libro tercero	366	Cap CLIII	De la phalaride	
378	Libro tercero	366	Cap CLIIII	De la rubia	
379	Libro tercero	367	Cap CLV	De la Lonchite	
379	Libro tercero	367	Cap CLVI	De otra Lonchite	
379	Libro tercero	367	Cap CLVII	De la althea	
380	Libro tercero	368	Cap CLVIII	De la Alcea	
381	Libro tercero	369	Cap CLIX	Del Canamo domestico	
381	Libro tercero	369	Cap CLX	Del Canamo Saluage	
381	Libro tercero	369	cap CLXI	Del Anagyris	
382	Libro tercero	370	Cap CLXII	De la Cepea	
382	Libro tercero	370	Cap CLXIII	Del Alisma	
383	Libro tercero	371	Cap CLXIIII	Del Onobryche	
383	Libro tercero	371	Cap CLXV	Del Hyperico	
384	Libro tercero	372	Cap CLXVI	Del Ascyro	
384	Libro tercero	372	Cap CLXVII	Del Androsemo	
384	Libro tercero	372	Cap CLXVIII	Del Cori	
385	Libro tercero	373	Cap CLXIX	De la Aiuga o camepitys	
386	Libro tercero	374	Cap CLXX	De otra especie de Aiuga	
387	Libro quarto	375	Cap I	Del Cestro	
388	Libro quarto	376	Cap II	De la Britanica	
389	Libro quarto	377	Cap III	De la Lysimachia	
390	Libro quarto	378	Cap IIII	Del polygono macho	
391	Libro quarto	379	Cap V	Del polygono hembra	
391	Libro quarto	379	Cap VI	Del Polygonato	
392	Libro quarto	380	Cap VIII	De otra clematide, Ilamada Clematitide en Griego	
393	Libro quarto	381	Cap IX	De la polemonia	
393	Libro quarto	381	Cap X	Del Symphyto petreo	
394	Libro quarto	382	Cap XI	Del otro symphyto	
395	Libro quarto	383	Cap XII	Del Holostio	
395	Libro quarto	383	Cap XIII	De la steba	
396	Libro quarto	384	Cap XIIII	Del Clymeno	
396	Libro quarto	384	Cap XV	Del periclimeno	
397	Libro quarto	385	Cap XVI	Del Tribulo	
398	Libro quarto	386	Cap XVII	Del limonio	
398	Libro quarto	386	cap XVIII	Del Sarxiphago	
399	Libro quarto	387	Cap XIX	Del Lagopode o pie de liebre	
399	Libro quarto	387	Cap XX	Del Medio	
399	Libro quarto	387	Cap XXI	Del Epimedio	
400	Libro quarto	388	cap XXII	Del Xiphio, Ilamado en latin Gladiolo	
400	Libro quarto	388	Cap XXIII	Del Sparganio	
401	Libro quarto	389	Cap XXIIII	De la Xyride	
401	Libro quarto	389	Cap XXV	De la Ancusa	
402	Libro quarto	390	Cap XXVI	De la segunda ancusa	
402	Libro quarto	390	Cap XXVII	De la tercera ancusa	
403	Libro quarto	391	Cap XXVIII	De la Lycopside	
404	Libro quarto	392	cap XXIX	Del Echio	
404	Libro quarto	392	Cap XXX	Del Ocymoide	
405	Libro quarto	393	Cap XXXI	Del Erino	
405	Libro quarto	393	Cap XXXII	De la Grama	
406	Libro quarto	394	Cap XXXIII	De la Grama semejante a la Cana	
406	Libro quarto	394	Cap XXXIIII	de la Grama que nace en el monte parnaso	
407	Libro quarto	395	Cap XXXV	De la Sideritide	
407	Libro quarto	395	Cap XXXVI	De la tercera especie de Sideritide	
408	Libro quarto	396	Cap XXXVII	De la Achilea	
409	Libro quarto	397	Cap XXXVIII	De la garça	
409	Libro quarto	397	Cap XXXIX	De la garça Ilamada Idea	
410	Libro quarto	398	Cap XL	De la Helxine Hederecea	
410	Libro quarto	398	Cap XLI	De la Elatine	
411	Libro quarto	399	Cap XLII	Del Eupatorio	
412	Libro quarto	400	Cap XLIII	Del Quinquefolio	
413	Libro quarto	401	Cap XLIIII	De la Pheniz	
414	Libro quarto	402	Cap XLV	De la Rays Idea	
414	Libro quarto	402	Cap XLVI	De la Rays Rodia	
414	Libro quarto	402	Cap XLVII	De la Hippuris	
415	Libro quarto	403	Cap XLVIII	De la otra hippuris	
415	Libro quarto	403	Cap XLIX	De la Granade Tintoreros	
417	Libro quarto	405	Cap L	Del Tragio	
417	Libro quarto	405	Cap LI	De otra fuerte de tragio	
417	Libro quarto	405	Cap LII	Del trago	
418	Libro quarto	406	Cap LIII	Del Iunco	
419	Libro quarto	407	Cap LIIII	Del Lichen	
419	Libro quarto	407	Cap LV	De la Paronychia	
420	Libro quarto	408	Cap LVI	De la Chrysocoma	
420	Libro quarto	408	Cap LVII	Del Chrysfogono	
420	Libro quarto	408	Cap LVIII	Del Elichryso	
421	Libro quarto	409	Cap LIX	Del Chrysanthemo	
421	Libro quarto	409	Cap LX	Del Agerato	
422	Libro quarto	410	Cap LXI	De la verbena	
422	Libro quarto	410	Cap LXII	De la yerua fagrada	
423	Libro quarto	411	Cap LXIII	Del Astragalo	
423	Libro quarto	411	Cap LXIIII	Del Hyacinto	
424	Libro quarto	412	Cap LXV	Del papauer erratico	
425	Libro quarto	413	Cap LXVI	Del papauer domestico	
427	Libro quarto	415	Cap LXVII	Del papauer cornudo	
428	Libro quarto	416	Cap LXVIII	Del espumoso papauer	
428	Libro quarto	416	Cap LXIX	Del Hypecoo	
428	Libro quarto	416	Cap LXX	Del Hyoscyamo	
430	Libro quarto	418	Cap LXXI	Del Psylio	
431	Libro quarto	419	Cap LXXII	Del Solano Hortense	
431	Libro quarto	419	Cap LXXIII	Del Solano Illamado Halicacabo	
432	Libro quarto	420	Cap LXXIIII	Del solano acarreador de fueno	
432	Libro quarto	420	Cap LXXV	Del solano que engendra locura	
434	Libro quarto	422	Cap LXXVI	Del Dorycnio	
434	Libro quarto	422	Cap LXXVII	De la Mandragora	
437	Libro quarto	425	Cap LXXVIII	Del Aconito	
437	Libro quarto	425	Cap LXXIX	De otra especie de Aconito	
439	Libro quarto	427	Cap LXXX	De la Cicuta	
439	Libro quarto	427	Cap LXXXI	Del arbol Ilamado smylace	
440	Libro quarto	428	Cap LXXXII	Del apocyno	
441	Libro quarto	429	Cap LXXXIII	Del Nerio	
441	Libro quarto	429	Cap LXXXIIII	De los Hongos	
442	Libro quarto	430	Cap LXXXV	Del colchico	
443	Libro quarto	431	Cap LXXXVI	Del ephemero	
443	Libro quarto	431	Cap LXXXVII	De la Helxine	
444	Libro quarto	432	Cap LXXXVIII	De la Alfine	
445	Libro quarto	433	Cap LXXXIX	De la Lenteja aquatica	
445	Libro quarto	433	Cap XC	De la Siepre viva mayor	
446	Libro quarto	434	Cap XCI	De la siempre viva menor	
446	Libro quarto	434	Cap XCII	De otra especie de siempre viva	
447	Libro quarto	435	Cap XCIII	Del ombligo de venus	
448	Libro quarto	436	Cap XCIIII	De otro ombligo de Venus	
448	Libro quarto	436	Cap XCV	De la hortiga	
449	Libro quarto	437	Cap XCVI	De la Galiopsis	
450	Libro quarto	438	Cap XCVII	Del Galio	
451	Libro quarto	439	Cap XCVIII	Del Senecio	
451	Libro quarto	439	Cap XCIX	Del Thalietro	
452	Libro quarto	440	Cap C	Del musgo marino	
452	Libro quarto	440	Cap CI	Del alga Marina	
452	Libro quarto	440	Cap CII	Del potamogeton	
453	Libro quarto	441	Cap CIII	Cel Stratiote aquatico	
453	Libro quarto	441	Cap CIIII	Del stratiote milefolio	
453	Libro quarto	441	Cap CV	Del Gordolobo	
455	Libro quarto	443	Cap CVI	De la Ethiopide	
456	Libro quarto	444	Cap CVII	Del Arctio	
456	Libro quarto	444	Cap CVIII	Del Arcio	
457	Libro quarto	445	Cap CIX	Del Petasite	
458	Libro quarto	446	Cap CX	De la Epipactide	
458	Libro quarto	446	Cap CXI	De la fumaria	
459	Libro quarto	447	Cap CXII	Del loto domestico	
459	Libro quarto	447	Cap CXIII	Del loto saluage	
460	Libro quarto	448	Cap CXIIII	Del Cytifo	
460	Libro quarto	448	Cap CXV	Del loto egyptiaco	
460	Libro quarto	448	Cap CXVI	Del myriophylo	
461	Libro quarto	449	Cap CXVII	De la myrride	
462	Libro quarto	450	Cap CXVIII	Del Myagro	
462	Libro quarto	450	Cap CXIX	De la Onagra	
462	Libro quarto	450	Cap CXX	Del Cirfio	
463	Libro quarto	451	Cap CXXI	Del aster attico	
464	Libro quarto	452	Cap CXXII	De la violeta purpurea	
465	Libro quarto	453	Cap CXXIII	Del Isopyro	
465	Libro quarto	453	Cap CXXIIII	De la Cacalia	
466	Libro quarto	454	Cap CXXV	Del bunio	
466	Libro quarto	454	Cap CXXVI	Del salso bunio	
466	Libro quarto	454	Cap CXXVII	Del Camecisso	
466	Libro quarto	454	Cap CXXVIII	De la Cameleuca	
467	Libro quarto	455	Cap CXXIX	De la Buglossa	
468	Libro quarto	456	Cap CXXX	De la cynoglossa	
468	Libro quarto	456	Cap CXXXI	De la Phyteuma	
468	Libro quarto	456	Cap CXXXII	De leontopodio	
469	Libro quarto	457	Cap CXXXIII	Del hippoglosso	
469	Libro quarto	457	Cap CXXXIIII	Del Antirrino	
470	Libro quarto	458	Cap CXXXV	De la Catanance	
470	Libro quarto	458	Cap CXXXVI	Del tripolio	
470	Libro quarto	458	Cap CXXXVII	Del Adianto	
471	Libro quarto	459	Cap CXXXVIII	Del Tricomanes	
472	Libro quarto	460	Cap CXXXIX	Del Xanthio	
472	Libro quarto	460	Cap CXL	De la egilope	
472	Libro quarto	460	Cap CXLI	Del bromo	
473	Libro quarto	461	Cap CXLII	Del Glauce	
473	Libro quarto	461	Cap CXLIII	Del polygalo	
473	Libro quarto	461	Cap CXLIIII	De la osyride	
474	Libro quarto	462	Cap CXLV	De la Smilace aspera	
474	Libro quarto	462	Cap CXLVI	De la smilace lisa	
475	Libro quarto	463	Cap CXLVII	Del rusco vulgarmente Ilamado brusco	
476	Libro quarto	464	Cap CXLVIII	Del laurel alexandrino	
477	Libro quarto	465	Cap CL	De la Camedaphne	
477	Libro quarto	465	Cap CLI	Del Veratro blanco	
478	Libro quarto	466	Cap CLII	Del veratro negro	
480	Libro quarto	468	Cap CLIII	Del sesomoide mayor	
480	Libro quarto	468	Cap CLIIII	Del Sesamoide menor	
480	Libro quarto	468	Cap CLV	Del cogombrillo saluage, o amargo	
480	Libro quarto	468	Cap CLVI	Del elaterio	
483	Libro quarto	471	Cap CLVII	De la Staphis agria	
483	Libro quarto	471	Cap CLVIII	De la thapsi	
485	Libro quarto	473	Cap CLIX	Del Spartio	
486	Libro quarto	474	Cap CLX	Del silybo	
486	Libro quarto	474	Cap CLXI	De la nuez unguentaria	
487	Libro quarto	475	Cap CLXII	Del narcisso	
488	Libro quarto	476	Cap CLXIII	Del hippophae	
488	Libro quarto	476	Cap CLXIIII	Del hippophesto	
489	Libro quarto	477	Cap CLXV	Del ricino	
489	Libro quarto	477	Cap CLXVI	De los titymalos	
493	Libro quarto	481	Cap CLXVII	De la Pityusa	
494	Libro quarto	482	Cap CLXVIII	De la lathyris	
495	Libro quarto	483	Cap CLXIX	De peplo	
495	Libro quarto	483	Cap CLXX	De la peplide	
496	Libro quarto	484	Cap CLXXI	De la camesyce	
496	Libro quarto	484	Cap CLXXII	De la escamonea	
498	Libro quarto	486	Cap CLXXIIII	De la thymelea	
500	Libro quarto	488	Cap CLXXVI	Del pycnocomo	
500	Libro quarto	488	Cap CLXXVII	De la planta Ilamada Apios	
501	Libro quarto	489	cap CLXXVIII	De la Coloquintida	
502	Libro quarto	490	Cap CLXXIX	Del epithymo	
503	Libro quarto	491	Cap CLXXX	Del alypo	
503	Libro quarto	491	Cap CLXXXI	Del empetro	
504	Libro quarto	492	Cap CLXXXII	De la vid saluage	
505	Libro quarto	493	Cap CLXXXIII	De la vid blanca Ilamada vulgarmete Bryonia	
505	Libro quarto	493	Cap CLXXXIIII	De la vid Negra	
506	Libro quarto	494	Cap CLXXXV	Del helecho	
507	Libro quarto	495	Cap CLXXXVI	Del helecho hembra	
507	Libro quarto	495	Cap CLXXXVII	Del polypodio	
508	Libro quarto	496	Cap CLXXXVIII	De la dryopteride	
509	Libro quarto	497	Cap CLXXXIX	Del cartamo	
509	Libro quarto	497	Cap CXC	De la mercurial	
511	Libro quarto	499	Cap CXCI	De la cynocrambe	
511	Libro quarto	499	Cap CXCII	Del heliotropio mayor	
512	Libro quarto	500	Cap CXCIII	Del heliotropio menor	
513	Libro quarto	501	Cap CXCIIII	Del scorpioide	
514	Libro quinto	502	Cap I	De la vid	
517	Libro quinto	505	Cap II	De la vid saluage o labrusca	
518	Libro quinto	506	Cap III	De las Vuas	
518	Libro quinto	506	Cap IIII	De las vuas passas	
519	Libro quinto	507	Cap V	De la Enanthe	
519	Libro quinto	507	Cap VI	Del omphacio Ilamado agrazen en castilla	
520	Libro quinto	508	Cap VII	De la natura del vino	
523	Libro quinto	511	Cap VIII	Del vino melitite	
523	Libro quinto	511	Cap IX	Del vino mulso	
524	Libro quinto	512	Cap X	Del Aguamiel	
524	Libro quinto	512	Cap XI	Del agua	
524	Libro quinto	512	Cap XII	Del agua marina	
526	Libro quinto	514	Cap XIII	Del thalassomeli	
526	Libro quinto	514	Cap XIIII	Del vinagre	
528	Libro quinto	516	Cap XV	Del Oxymel	
528	Libro quinto	516	Cap XVI	De la Salmuera azeda, llamada Oxalme	
528	Libro quinto	516	Cap XVII	De la Thymoxalme	
528	Libro quinto	516	Cap XVIII	Del Vinagre Scillitico, llamado comunmente Aceto Squilitico	
528	Libro quinto	516	Cap XIX	Del vino scillitico	
529	Libro quinto	517	Cap XX	De los vinos marinos	
529	Libro quinto	517	Cap XXI	Del Vino Cydonite	533
529	Libro quinto	517	Cap XXII	Del Melomeli	
529	Libro quinto	517	Cap XXIII	Del Hydromelo	
529	Libro quinto	517	Cap XXIIII	Del omphacomeli	
530	Libro quinto	518	Cap XXV	Del Apijte	
530	Libro quinto	518	Cap XXVI	Del Enanthino	534
530	Libro quinto	518	Cap XXVII	Del Roete, que es el vina de las Granadas	
530	Libro quinto	518	Cap XXVIII	Del vino Rosado	
530	Libro quinto	518	Cap XXIX	Del vino hecho con la grana del Arrayhan, llamado Myrtite	
530	Libro quinto	518	Cap XXX	De Myrsinite	
530	Libro quinto	518	Cap XXXI	Del Lentiscino, y Terebintino	
530	Libro quinto	518	Cap XXXII	Del Vino de Datiles	
531	Libro quinto	519	Cap XXXIII	Del vino de Higos secos	
531	Libro quinto	519	Cap XXXIIII	Del vino resinoso	
531	Libro quinto	519	Cap XXXV	Del vino preparado con pinas Ilamado Strobilite	
531	Libro quinto	519	Cap XXXVI	Del vino cedrino, y de algunos otros	
532	Libro quinto	520	Cap XXXVII	Del vino empegado	
532	Libro quinto	520	Cap XXXVIII	Del vino de axenxios	
532	Libro quinto	520	Cap XXXIX	Del vino de Hyssopo	
532	Libro quinto	520	Cap XL	De muchas fuertes de vinos preparados con plantas diversas	
533	Libro quinto	521	Cap XLI	Del vino aromatico	
533	Libro quinto	521	Cap XLII	De otros vinos aromaticos y olorosos	
534	Libro quinto	522	Cap XLIII	De otros vinos hechos de muchas fuertes de yeruas	
535	Libro quinto	523	Cap XLIIII	De toda fuerte de mineral et primero de la ilamada cadmia	
538	Libro quinto	526	Cap XLV	De la pompholyge y del spodio	
539	Libro quinto	527	Cap XLVI	De los antispodios	
540	Libro quinto	528	Cap XLVII	Del cobre quemado	
540	Libro quinto	528	Cap XLVIII	De la flor del cobre	
541	Libro quinto	529	Cap XLIX	De la escama del cobre	
541	Libro quinto	529	Cap XLIX	De la Escama del stomoma	
542	Libro quinto	530	Cap L	Del cardenillo raydo	
542	Libro quinto	530	Cap LI	Del cardenillo dicho vermicular Ilamado scolecio	
543	Libro quinto	531	Cap LII	Del Orin del hierro	
543	Libro quinto	531	Cap LIII	De la escoria del hierro	
544	Libro quinto	532	Cap LIIII	Del plomo lauado	
544	Libro quinto	532	Cap LV	Del plomo quemado	
544	Libro quinto	532	Cap LVI	De la escoria del plomo	
545	Libro quinto	533	Cap LVII	De la piedra molibdoide o plomera	
545	Libro quinto	533	Cap LVIII	Del stibio	
546	Libro quinto	534	Cap LIX	De la molibdena	
546	Libro quinto	534	Cap LX	De la escoria de la plata	
546	Libro quinto	534	Cap LXI	Del lithargyrio	
548	Libro quinto	536	Cap LXII	De la Cerusa	
549	Libro quinto	537	Cap LXIII	De la chrysocola	
550	Libro quinto	538	Cap LXIIII	De la piedra Ilamada armenia	
550	Libro quinto	538	Cap LXV	De la piedra cerulea, o azul en griego Ilamada cyano	
551	Libro quinto	539	Cap LXVI	De la piedra indica	
551	Libro quinto	539	Cap LXVII	Dela ocra	
551	Libro quinto	539	Cap LXVIII	Del Cinabrio	
552	Libro quinto	540	Cap LXIX	Del azogue	
554	Libro quinto	542	Cap LXX	De la rubrica sinopica	
555	Libro quinto	543	Cap LXXI	De la rubrica fabril, o de carpinteros	
555	Libro quinto	543	Cap LXXII	De la tierra Lemnia	
556	Libro quinto	544	Cap LXXIII	Del Calcanto	
557	Libro quinto	545	Cap LXXIIII	De la calcitide	
557	Libro quinto	545	Cap LXXV	Del misy	
557	Libro quinto	545	Cap LXXVI	De la melanteria	
557	Libro quinto	545	Cap LXXVII	Del Sory	
558	Libro quinto	546	Cap LXXIII	Del Diphryge	
559	Libro quinto	547	Cap LXXIX	Del Oropimente	
559	Libro quinto	547	Cap LXXX	De la sandaraca	
560	Libro quinto	548	Cap LXXXI	Del Alumbre	
561	Libro quinto	549	Cap LXXXII	Del Açufre	
562	Libro quinto	550	Cap LXXXIII	De la piedra pomez, o espongia	
563	Libro quinto	551	Cap LXXXIIII	De la sal	
563	Libro quinto	551	Cap LXXXV	De la espuma de la sal	
564	Libro quinto	552	Cap LXXXVI	De la salmuera	
564	Libro quinto	552	Cap LXXXVII	De la flor de la sal	
565	Libro quinto	553	Cap LXXXVIII	Del nitro	
565	Libro quinto	553	Cap LXXXIX	De la espuma del nitro	
566	Libro quinto	554	Cap XC	De la hez del vino	
566	Libro quinto	554	Cap XCI	De la cal viva	
567	Libro quinto	555	Cap XCII	Del Yeffo	
567	Libro quinto	555	Cap XCIII	De la ceniza de los sarmientos	
567	Libro quinto	555	Cap XCIIII	Del alcyonio	
568	Libro quinto	556	Cap XCV	Del Adarce	
568	Libro quinto	556	Cap XCVI	De las espongias	
569	Libro quinto	557	Cap XCVII	Del Coral, y del antipate	
570	Libro quinto	558	Cap XCVIII	De la piedra phrygia	
570	Libro quinto	558	Cap XCIX	De la piedra asia	
570	Libro quinto	558	Cap C	De la piedra pyrite	
571	Libro quinto	559	Cap CI	De la piedra Ilamada Hematite	
572	Libro quinto	560	Cap CII	De la piedra Ilamada schista	
572	Libro quinto	560	cap CIII	De la piedra Ilamada gagate	
572	Libro quinto	560	Cap CIIII	De la piedra Ilamada Thracia	
572	Libro quinto	560	Cap CV	De la piedra Iman	
573	Libro quinto	561	Cap CVI	De la piedra arabica	
573	Libro quinto	561	Cap CVII	De la galactite o lechera	
573	Libro quinto	561	Cap CVIII	De la melitite	
573	Libro quinto	561	Cap CIX	De la piedra ilamada Morochtho	
574	Libro quinto	562	Cap CX	De la piedra alabastrite	
574	Libro quinto	562	Cap CXI	De la piedra thyite	
574	Libro quinto	562	Cap CXII	De la piedra Iudaica	
574	Libro quinto	562	Cap CXIII	De la piedra ilamada amianta	
575	Libro quinto	563	Cap CXIIII	Del saphir	
575	Libro quinto	563	Cap CXV	De la piedra memphite	
575	Libro quinto	563	Cap CXVI	De la selenite	
576	Libro quinto	564	Cap CXVII	Del diaspero	
576	Libro quinto	564	Cap CXVIII	De la piedra del aguila, Ilamada Aetite	
577	Libro quinto	565	Cap CXIX	De la piedra Ophite	
577	Libro quinto	565	Cap CXX	De las piedras de las espongias	
577	Libro quinto	565	Cap CXXI	De la Lithocola, ò Cola de piedras	
577	Libro quinto	565	Cap CXXII	De la piedra Ostracite	
577	Libro quinto	565	Cap CXXIII	Del Esmeril	
577	Libro quinto	565	Cap CXXIIII	Del arena del mar	
578	Libro quinto	566	Cap CXXV	De la piedra Naxia	
578	Libro quinto	566	Cap CXXVI	De la piedra Geode, ò terrosa	582
578	Libro quinto	566	Cap CXXVII	De toda fuerte de tierra	
578	Libro quinto	566	Cap CXXVIII	De la tierra Eretriade	
578	Libro quinto	566	Cap CXXIX	De la tierra Samia	
578	Libro quinto	566	Cap CXXX	De la piedra Samia	
579	Libro quinto	567	Cap CXXXI	De la tierra chia	
579	Libro quinto	567	Cap CXXXII	De la tierra Cimolia	
579	Libro quinto	567	Cap CXXXIII	De la Pnigitide	
579	Libro quinto	567	Cap CXXXIIII	De los tiestos de las hornazas	
579	Libro quinto	567	Cap CXXXV	De la tierra de las hornazas	
579	Libro quinto	567	Cap CXXXVI	De la tierra llamada Melia	
579	Libro quinto	567	Cap CXXXVII	De la tierra Ampelitide	
579	Libro quinto	567	Cap CXXXVIII	D ela tierra ampelitide	
580	Libro quinto	568	Cap CXXXIX	Del hollin de los pintores	
580	Libro quinto	568	Cap CXL	De la tinta para escrivir	
592	Libro sexto	580	Cap I	De las Cantaridas	
593	Libro sexto	581	Cap II	De las Orugas del pino	
594	Libro sexto	582	Cap III	De los buprestes	
594	Libro sexto	582	Cap IIII	De la salamandra	
594	Libro sexto	582	Cap V	Del ephemero	
595	Libro sexto	583	Cap VI	Del Dorycnio	
595	Libro sexto	583	Cap VII	Del Aconito	
596	Libro sexto	584	Cap VIII	De la miel Heracleotica	
596	Libro sexto	584	Cap IX	Del Culantro	
596	Libro sexto	584	Cap X	Del Psylio	
596	Libro sexto	584	Cap XI	De la cicuta	
597	Libro sexto	585	Cap XII	Del texo	
597	Libro sexto	585	Cap XIII	Del liquor del Carpaso	
597	Libro sexto	585	Cap XIIII	De la yerua Sardonia	
597	Libro sexto	585	Cap XV	Del Hyocyamo, Ilamado en castilla veleno	
598	Libro sexto	586	Cap XVI	De la mandragora	
598	Libro sexto	586	Cap XVII	Del liquor del papauer, o dormideras Ilamado meconio y opio	
598	Libro sexto	586	Cap XVIII	Del papauer cornudo	
599	Libro sexto	587	Cap XIX	Del pharico	
599	Libro sexto	587	Cap XX	Del toxico	
600	Libro sexto	588	Cap XXI	De la Ixia	
600	Libro sexto	588	Cap XXII	De la Cerusa	
601	Libro sexto	589	Cap XXIII	De los hongos	
601	Libro sexto	589	Cap XXIIII	Del Yesso	
601	Libro sexto	589	Cap XXV	De la sangre de toro fresca	
603	Libro sexto	591	Cap XXVI	De la leche que tiene mezcla de cuajo	
603	Libro sexto	591	Cap XXVII	Del lithargyrio	
604	Libro sexto	592	Cap XXVIII	Del azogue	
604	Libro sexto	592	Cap XXIX	De la Cal, de la Sandaraca, y del Oropimente	
604	Libro sexto	592	Cap XXX	De la liebre marina	
605	Libro sexto	593	Cap XXXI	De la rana ilamada rubeta, y de aqualla de las lagunas	
605	Libro sexto	593	Cap XXXII	De las fanguijuelas	
607	Libro sexto	595	Cap XXXIII	Del eleboro y de otras algunas cosas, que se dan para cobrar salud	
608	Libro sexto	596	Cap XXXIIII	De las cosas que quotidianamete siruen al uso	
612	Libro sexto	600	Cap XXXVI	De las senales del perro ravioso y de aquellos que son del morbidos	
615	Libro sexto	603	Cap XXXVII	De los remedios contra las mordeduras de perros raviosos	
616	Libro sexto	604	Cap XXVIII	Del regimiento conveniente a los mordibos de algun perro ravioso	
617	Libro sexto	605	Cap XXXIX	De las senales que acompagnana las heridas de los animales emponçonados	
617	Libro sexto	605	Cap XL	De la Scolopendra	
617	Libro sexto	605	Cap XLI	Del Alacran	
617	Libro sexto	605	cap XLII	De la pastinaca marina	
618	Libro sexto	606	Cap XLIII	Del musgano o mufarana	
618	Libro sexto	606	Cap XLIIII	De la Biuora	
618	Libro sexto	606	Cap XLV	De la Amphisbena	
618	Libro sexto	606	Cap XLVI	Del Dryino	
618	Libro sexto	606	Cap XLVII	Del Hemorroo	
618	Libro sexto	606	Cap XLVIII	De la Dipsada	
618	Libro sexto	606	Cap XLIX	Del Hydro	
618	Libro sexto	606	Cap L	Del Cencro	
618	Libro sexto	606	Cap LI	Del Ceraste	
619	Libro sexto	607	Cap LII	Del aspide	
619	Libro sexto	607	Cap LIII	Del Basilico	
621	Libro sexto	609	Cap LIIII	De la cura commun a las heridas de las fieras que arrojan de si ponçona	
624	Libro sexto	612	Cap LV	De los remedios particulares que a la herida de qualquier enconado animal administrar se deuen : y primero de aquellos que convienen a las de las abispas, y abejas	
625	Libro sexto	613	cap LVI	De la cura conviente a las mordeduras de los phalagios	
625	Libro sexto	613	Cap LVII	De los mordidos de las Escolopendras	
625	Libro sexto	613	Cap LVIII	De la puncturas del escorpion	
626	Libro sexto	614	Cap LIX	De los heridos de la Pastinaca marina, y del escorpion, y dragon marino	
626	Libro sexto	614	Cap LX	De los mordidnos de algun Musgano	
626	Libro sexto	614	Cap LXI	De los mordidos de alguna bivora	
627	Libro sexto	615	Cap LXII	De las mordeduras de la scytala, y de la amphisbena	
627	Libro sexto	615	Cap LXIII	De los mordidos de algun Dryino	
627	Libro sexto	615	Cap LXIIII	De los mordidos del Hemorroo, y de la Dipsada	
627	Libro sexto	615	Cap LXV	De los mordidos del hydro	
628	Libro sexto	616	Cap LXVI	De los mordidos del cencro, o cencridio	
628	Libro sexto	616	Cap LXVII	De los mordidos de algun Ceraste	
628	Libro sexto	616	Cap LXVIII	De los mordidos del Aspide	
628	Libro sexto	616	Cap LXIX	De los mordidos del basilisco	
